,full,title,description,duration,price_per_month,FOR_WHOM,author,is_free,url,AUD_TARGET,cluster
256,Дизайн мебели Вы научитесь создавать эксклюзивный дизайн мебели — от скетчей до чертежей на производство. Сможете воплощать свои идеи в интерьерном дизайне и делать качественные кухни и системы хранения для себя или на заказ.,Дизайн мебели,Вы научитесь создавать эксклюзивный дизайн мебели — от скетчей до чертежей на производство. Сможете воплощать свои идеи в интерьерном дизайне и делать качественные кухни и системы хранения для себя или на заказ.,3 месяца,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_GENERAL AUD_MANAGEMENT AUD_SALES,Skillbox,True,https://skillbox.ru/course/furniture-design/,UX\UI-дизайн,6
257,"Создание игровой локации На примере реального ТЗ вы научитесь работать с тайлами и тримами, собирать локацию в движке и общаться с заказчиком. Пройдёте стандартный процесс разработки уровня игры и сможете избежать типичных ошибок при работе с заказчиком на фрилансе.",Создание игровой локации,"На примере реального ТЗ вы научитесь работать с тайлами и тримами, собирать локацию в движке и общаться с заказчиком. Пройдёте стандартный процесс разработки уровня игры и сможете избежать типичных ошибок при работе с заказчиком на фрилансе.",1 месяц,5619,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_FREELANCE AUD_GENERAL AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/game-location-creating/,"Разработка, тестирование, Менеджмент, управление проектами",8
258,"Продюсер игр Вы научитесь выпускать игры, которые принесут прибыль студии и понравятся пользователям. Сможете работать с командой разработчиков, разбираться в юридических тонкостях и управлять монетизацией вышедшей игры.",Продюсер игр,"Вы научитесь выпускать игры, которые принесут прибыль студии и понравятся пользователям. Сможете работать с командой разработчиков, разбираться в юридических тонкостях и управлять монетизацией вышедшей игры.",3 месяца,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Skillbox,True,https://skillbox.ru/course/game-projects-producer/,"Разработка, тестирование, UX\UI-дизайн, Финансы, бизнес",8
259,"Геймдизайн. Концепт игры Геймдизайнер — это главный человек в разработке любой видеоигры. Он придумывает, как должен выглядеть и работать виртуальный мир и какие персонажи должны его населять. Game designer знает, как «затянуть» человека в игру и сделать так, чтобы ему было интересно проходить уровень за уровнем.",Геймдизайн. Концепт игры,"Геймдизайнер — это главный человек в разработке любой видеоигры. Он придумывает, как должен выглядеть и работать виртуальный мир и какие персонажи должны его населять. Game designer знает, как «затянуть» человека в игру и сделать так, чтобы ему было интересно проходить уровень за уровнем.",3 месяца,17131,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_FINANCE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/gamedesign-creating-game/,"Разработка, тестирование",8
260,"Игровой баланс Вы научитесь балансировать игровые механики для проектов разных жанров. Узнаете, как рассчитать боевую систему, внутриигровую экономику, прокачку и другие аспекты геймплея. С помощью инструментов баланса научитесь создавать увлекательные и прибыльные игры.",Игровой баланс,"Вы научитесь балансировать игровые механики для проектов разных жанров. Узнаете, как рассчитать боевую систему, внутриигровую экономику, прокачку и другие аспекты геймплея. С помощью инструментов баланса научитесь создавать увлекательные и прибыльные игры.",1 месяц,6893,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_IT_PRO AUD_MANAGEMENT AUD_PSYCHOLOGY,Skillbox,False,https://skillbox.ru/course/gamedesign-game-balance/,"Финансы, бизнес, Менеджмент, управление проектами",8
261,"Основы генетики. Бесплатный курс Вы разберётесь в базовых понятиях и закономерностях генетики. Узнаете, как работает наследственность и как гены влияют на наше поведение. Повысите уровень эрудиции.",Основы генетики. Бесплатный курс,"Вы разберётесь в базовых понятиях и закономерностях генетики. Узнаете, как работает наследственность и как гены влияют на наше поведение. Повысите уровень эрудиции.",1 месяц,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION,Skillbox,True,https://skillbox.ru/course/genetics-free/,Психология,5
262,"Геймификатор С помощью игр можно не только весело провести время, но и обучать детей, мотивировать сотрудников или заинтересовывать пользователей продуктом. На курсе вы узнаете, как внедрить игровые механики в любую сферу деятельности. Научитесь превращать рутинные процессы в бизнесе и образовании в яркие и увлекательные игры. Сможете повысить мотивацию и увеличить продуктивность учеников или сотрудников.",Геймификатор,"С помощью игр можно не только весело провести время, но и обучать детей, мотивировать сотрудников или заинтересовывать пользователей продуктом. На курсе вы узнаете, как внедрить игровые механики в любую сферу деятельности. Научитесь превращать рутинные процессы в бизнесе и образовании в яркие и увлекательные игры. Сможете повысить мотивацию и увеличить продуктивность учеников или сотрудников.",0 месяцев,10102,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FREELANCE AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Skillbox,False,https://skillbox.ru/course/geymifikator/,"UX\UI-дизайн, Финансы, бизнес, Психология",8
263,"Графический дизайнер с нуля Графический дизайнер работает над стилем соцсетей, печатной продукции и другой фирменной графики.",Графический дизайнер с нуля,"Графический дизайнер работает над стилем соцсетей, печатной продукции и другой фирменной графики.",6 месяцев,9945,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FREELANCE AUD_MANAGEMENT AUD_MARKETING,Skillbox,False,https://skillbox.ru/course/graphic-design/,UX\UI-дизайн,6
264,Создание волос в Houdini Вы научитесь работать с системами создания волос и шерсти для CG-персонажей. Освоите пайплайн разработки на основе реального ТЗ. Научитесь взаимодействовать с работодателем и эффективно выполнять задачи. На иллюстрации: работа участницы курса Александры Пляскоты,Создание волос в Houdini,Вы научитесь работать с системами создания волос и шерсти для CG-персонажей. Освоите пайплайн разработки на основе реального ТЗ. Научитесь взаимодействовать с работодателем и эффективно выполнять задачи. На иллюстрации: работа участницы курса Александры Пляскоты,1 месяц,5502,AUD_ANALYST AUD_BEGINNER AUD_GENERAL AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/hair-creating/,"Разработка, тестирование",6
265,"Эффективный руководитель Эффективный руководитель принимает управленческие решения, выстраивает бизнес-стратегию, устанавливает критерии эффективности работы команды и следит за их выполнением. Руководители отделов выстраивают операционные бизнес-процессы, поэтому существование любой компании без них невозможно. В феврале 2026 года руководителей отделов и направлений искали «Альфа-Банк», «Лента», «Яндекс», «Туту.ру», «Синергия» и другие лидеры рынка. Работать можно в офисе и дома — многие вакансии предполагают полную удалённую занятость.",Эффективный руководитель,"Эффективный руководитель принимает управленческие решения, выстраивает бизнес-стратегию, устанавливает критерии эффективности работы команды и следит за их выполнением. Руководители отделов выстраивают операционные бизнес-процессы, поэтому существование любой компании без них невозможно. В феврале 2026 года руководителей отделов и направлений искали «Альфа-Банк», «Лента», «Яндекс», «Туту.ру», «Синергия» и другие лидеры рынка. Работать можно в офисе и дома — многие вакансии предполагают полную удалённую занятость.",6 месяцев,7908,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING,Skillbox,False,https://skillbox.ru/course/head/,"Менеджмент, управление проектами",7
266,"Профессия Руководитель проектов в онлайн-образовании Руководитель проектов в онлайн-образовании планирует, координирует и выпускает онлайн-курсы и другие продукты. Для этого он собирает команду, создаёт учебные программы, следит за качеством материалов, общается с преподавателями и студентами, а также контролирует сроки и бюджеты. Благодаря ему любой образовательный онлайн-проект успешно выходит в свет, а студенты достигают нужных им результатов.",Профессия Руководитель проектов в онлайн-образовании,"Руководитель проектов в онлайн-образовании планирует, координирует и выпускает онлайн-курсы и другие продукты. Для этого он собирает команду, создаёт учебные программы, следит за качеством материалов, общается с преподавателями и студентами, а также контролирует сроки и бюджеты. Благодаря ему любой образовательный онлайн-проект успешно выходит в свет, а студенты достигают нужных им результатов.",6 месяцев,9127,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_GENERAL AUD_MANAGEMENT AUD_SALES,Skillbox,False,https://skillbox.ru/course/head_of_education/,"Менеджмент, управление проектами",7
267,"Введение в health-коучинг Health-коуч — это специалист, который применяет комплексный подход к управлению здоровьем. Например, разрабатывает индивидуальные программы по коррекции питания и образа жизни, направленные на улучшение самочувствия и повышение уровня энергии.",Введение в health-коучинг,"Health-коуч — это специалист, который применяет комплексный подход к управлению здоровьем. Например, разрабатывает индивидуальные программы по коррекции питания и образа жизни, направленные на улучшение самочувствия и повышение уровня энергии.",2 месяца,4539,AUD_ANALYST AUD_EDUCATION AUD_GENERAL AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/health_coach/,"Менеджмент, управление проектами",5
268,"Здоровая самооценка. Как обрести уверенность,  принять и полюбить себя Этот курс для тех, кто хочет относиться к себе с уважением и заботой. Вы узнаете, как стабилизировать свою самооценку и жить, не оглядываясь на мнение окружающих.","Здоровая самооценка. Как обрести уверенность,  принять и полюбить себя","Этот курс для тех, кто хочет относиться к себе с уважением и заботой. Вы узнаете, как стабилизировать свою самооценку и жить, не оглядываясь на мнение окружающих.",1 месяц,0,AUD_ANALYST AUD_EDUCATION AUD_GENERAL AUD_MANAGEMENT AUD_PSYCHOLOGY,Skillbox,True,https://skillbox.ru/course/healthy-self-esteem/,Психология,5
269,"VFX в Houdini Вы научитесь создавать визуальные эффекты в программе Houdini на продвинутом уровне. Узнаете, как сделать их реалистичными и соблюсти законы физики. Соберёте портфолио и сможете построить карьеру в индустрии кино, рекламе и геймдеве.",VFX в Houdini,"Вы научитесь создавать визуальные эффекты в программе Houdini на продвинутом уровне. Узнаете, как сделать их реалистичными и соблюсти законы физики. Соберёте портфолио и сможете построить карьеру в индустрии кино, рекламе и геймдеве.",3 месяца,16946,AUD_ANALYST AUD_BEGINNER AUD_FREELANCE AUD_GENERAL AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/houdini-vfx/,"Маркетинг, реклама, PR",6
270,"Houdini c нуля до PRO Вы с нуля освоите программу Houdini. Научитесь симулировать взрывы, разрушения и осколки, создавать анимации дыма, облаков и смерчей. Соберёте портфолио и сможете создавать спецэффекты для кино, игр и рекламы.",Houdini c нуля до PRO,"Вы с нуля освоите программу Houdini. Научитесь симулировать взрывы, разрушения и осколки, создавать анимации дыма, облаков и смерчей. Соберёте портфолио и сможете создавать спецэффекты для кино, игр и рекламы.",4 месяца,5497,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/houdini/,"Маркетинг, реклама, PR",6
271,"Управление строительством дома Вы узнаете, как сэкономить на строительстве и спланировать пространство дома. Научитесь рассчитывать бюджет и контролировать подрядчиков. Составите пошаговый план работ, сможете избежать лишних трат и ошибок.",Управление строительством дома,"Вы узнаете, как сэкономить на строительстве и спланировать пространство дома. Научитесь рассчитывать бюджет и контролировать подрядчиков. Составите пошаговый план работ, сможете избежать лишних трат и ошибок.",2 месяца,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_FINANCE AUD_GENERAL AUD_MANAGEMENT,Skillbox,True,https://skillbox.ru/course/house-construction-management/,"Финансы, бизнес",0
272,"Коммерческая иллюстрация с нуля до PRO Вы познакомитесь с жанрами и техниками современной коммерческой иллюстрации, изучите основные инструменты и добавите несколько проектов в портфолио. Начнёте зарабатывать иллюстрацией или продолжите развитие в профессии.",Коммерческая иллюстрация с нуля до PRO,"Вы познакомитесь с жанрами и техниками современной коммерческой иллюстрации, изучите основные инструменты и добавите несколько проектов в портфолио. Начнёте зарабатывать иллюстрацией или продолжите развитие в профессии.",3 месяца,0,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_FINANCE AUD_FREELANCE AUD_GENERAL AUD_MANAGEMENT,Skillbox,True,https://skillbox.ru/course/illustrator-start/,"Психология, Менеджмент, управление проектами",6
273,"Adobe Illustrator с нуля Вы освоите популярный графический редактор. Научитесь работать с текстом, цветом и 3D-объектами. Добавите в портфолио несколько проектов. Прокачаетесь в дизайне и сможете начать на нём зарабатывать.",Adobe Illustrator с нуля,"Вы освоите популярный графический редактор. Научитесь работать с текстом, цветом и 3D-объектами. Добавите в портфолио несколько проектов. Прокачаетесь в дизайне и сможете начать на нём зарабатывать.",1 месяц,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT,Skillbox,True,https://skillbox.ru/course/illustrator/,"UX\UI-дизайн, Менеджмент, управление проектами",6
274,"InDesign Вы освоите самую популярную программу для вёрстки книг, журналов и брошюр. Сможете уверенно и быстро работать в InDesign, самостоятельно готовить макеты к печати и устроиться в редакцию или уйти на фриланс.",InDesign,"Вы освоите самую популярную программу для вёрстки книг, журналов и брошюр. Сможете уверенно и быстро работать в InDesign, самостоятельно готовить макеты к печати и устроиться в редакцию или уйти на фриланс.",1 месяц,0,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_FREELANCE AUD_GENERAL AUD_MANAGEMENT,Skillbox,True,https://skillbox.ru/course/indesign/,"Разработка, тестирование, UX\UI-дизайн",6
275,"Педагогический дизайн Педагогический дизайн — это чёткая организация курса, которая помогает учиться легко и эффективно. Он превращает сложное в простое, а скучное в увлекательное, чтобы каждый ученик мог раскрыть свои способности.",Педагогический дизайн,"Педагогический дизайн — это чёткая организация курса, которая помогает учиться легко и эффективно. Он превращает сложное в простое, а скучное в увлекательное, чтобы каждый ученик мог раскрыть свои способности.",4 месяца,7335,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FREELANCE AUD_GENERAL AUD_MANAGEMENT AUD_PSYCHOLOGY,Skillbox,False,https://skillbox.ru/course/instructional-design/,UX\UI-дизайн,9
276,История дизайна интерьеров Вы изучите главные направления в дизайне: от модерна и ар-деко до эклектики и хай-тека. Познакомитесь с примерами интерьерных и архитектурных решений. Сможете применить их в работе или улучшить интерьер своей квартиры.,История дизайна интерьеров,Вы изучите главные направления в дизайне: от модерна и ар-деко до эклектики и хай-тека. Познакомитесь с примерами интерьерных и архитектурных решений. Сможете применить их в работе или улучшить интерьер своей квартиры.,1 месяц,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION,Skillbox,True,https://skillbox.ru/course/interior-design-history/,UX\UI-дизайн,6
277,"Дизайнер интерьеров с нуля до PRO Дизайнеры интерьера создают комфортные пространства для работы и жизни. Уход иностранных компаний с российского рынка стал поворотным моментом для отечественной сферы интерьера и дизайна. За год без конкуренции с известными мировыми брендами локальные архбюро уверенно заявили о себе: спрос на их услуги вырос на 73%. Источник: РИАМО, vc.ru.",Дизайнер интерьеров с нуля до PRO,"Дизайнеры интерьера создают комфортные пространства для работы и жизни. Уход иностранных компаний с российского рынка стал поворотным моментом для отечественной сферы интерьера и дизайна. За год без конкуренции с известными мировыми брендами локальные архбюро уверенно заявили о себе: спрос на их услуги вырос на 73%. Источник: РИАМО, vc.ru.",6 месяцев,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT AUD_PSYCHOLOGY,Skillbox,True,https://skillbox.ru/course/interior-designer-from-scratch-to-pro/,"UX\UI-дизайн, Маркетинг, реклама, PR",6
278,Интернет-маркетинг PRO Вы научитесь управлять маркетингом компании на всех этапах: от анализа и разработки стратегии до оценки метрик. Сможете вырасти до руководителя и принимать важные решения.,Интернет-маркетинг PRO,Вы научитесь управлять маркетингом компании на всех этапах: от анализа и разработки стратегии до оценки метрик. Сможете вырасти до руководителя и принимать важные решения.,4 месяца,11880,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_ENTREPRENEUR AUD_MANAGEMENT AUD_MARKETING,Skillbox,False,https://skillbox.ru/course/internet-marketing-pro/,"Разработка, тестирование, Анализ данных, Маркетинг, реклама, PR",2
279,"Профессия Интернет-маркетолог с нуля до PRO Вы научитесь эффективно продвигать бизнес в интернете. Узнаете, как создавать маркетинговые стратегии и воронки продаж, привлекать клиентов через поисковики и соцсети. Сможете повышать прибыль компании и станете востребованным специалистом с нуля.",Профессия Интернет-маркетолог с нуля до PRO,"Вы научитесь эффективно продвигать бизнес в интернете. Узнаете, как создавать маркетинговые стратегии и воронки продаж, привлекать клиентов через поисковики и соцсети. Сможете повышать прибыль компании и станете востребованным специалистом с нуля.",3 месяца,6333,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_ENTREPRENEUR AUD_GENERAL AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Skillbox,False,https://skillbox.ru/course/internet-marketolog-pro/,"Финансы, бизнес, Маркетинг, реклама, PR",2
280,"Интернет-маркетолог с нуля Интернет-маркетолог — это специалист, отвечающий за привлечение клиентов из интернета. Он использует такие инструменты, как SEO, SMM, контекстная и таргетированная реклама. Профессия интернет-маркетолога является одной из самых востребованных на современном рынке труда.",Интернет-маркетолог с нуля,"Интернет-маркетолог — это специалист, отвечающий за привлечение клиентов из интернета. Он использует такие инструменты, как SEO, SMM, контекстная и таргетированная реклама. Профессия интернет-маркетолога является одной из самых востребованных на современном рынке труда.",6 месяцев,9833,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_ENTREPRENEUR AUD_FREELANCE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY,Skillbox,False,https://skillbox.ru/course/internet-marketolog/,"Маркетинг, реклама, PR",2
281,"Введение в аналитику Бесплатный курс для тех, кто хочет попробовать себя в аналитике. Познакомитесь с востребованными профессиями в сфере аналитики, пройдёте тест на профориентацию и определите, какое направление подходит вам больше всего.",Введение в аналитику,"Бесплатный курс для тех, кто хочет попробовать себя в аналитике. Познакомитесь с востребованными профессиями в сфере аналитики, пройдёте тест на профориентацию и определите, какое направление подходит вам больше всего.",1 месяц,0,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_GENERAL AUD_MANAGEMENT AUD_MARKETING AUD_PSYCHOLOGY AUD_SALES,Skillbox,True,https://skillbox.ru/course/introduction-to-analytics-free/,Анализ данных,4
282,"Введение в операторское мастерство Вы научитесь подбирать и настраивать технику, снимать в движении, работать со звуком и монтировать увлекательные видео. Добавите первые проекты в портфолио и поймёте, как развиваться в профессии дальше.",Введение в операторское мастерство,"Вы научитесь подбирать и настраивать технику, снимать в движении, работать со звуком и монтировать увлекательные видео. Добавите первые проекты в портфолио и поймёте, как развиваться в профессии дальше.",3 месяца,11820,AUD_ANALYST AUD_BEGINNER AUD_EDUCATION AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/introduction-to-cinematography/,"Менеджмент, управление проектами",6
283,"Здесь начинается ваш путь в маркетинг Маркетинг быстро меняется: привычные каналы исчезают, появляются новые площадки и инструменты. Специалисты, которые быстро адаптируется, сохраняют клиентов и увеличивают доход.",Здесь начинается ваш путь в маркетинг,"Маркетинг быстро меняется: привычные каналы исчезают, появляются новые площадки и инструменты. Специалисты, которые быстро адаптируется, сохраняют клиентов и увеличивают доход.",1 месяц,0,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_ENTREPRENEUR AUD_GENERAL AUD_MANAGEMENT AUD_MARKETING AUD_SALES,Skillbox,True,https://skillbox.ru/course/introduction-to-marketing-free/,"Финансы, бизнес, Маркетинг, реклама, PR",2
284,"Инвестиционная оценка Вы изучите разные методы инвестиционной оценки, научитесь определять справедливую стоимость бизнеса и активов. Сможете начать карьеру в консалтинге или получить повышение.",Инвестиционная оценка,"Вы изучите разные методы инвестиционной оценки, научитесь определять справедливую стоимость бизнеса и активов. Сможете начать карьеру в консалтинге или получить повышение.",2 месяца,9750,AUD_ANALYST AUD_BEGINNER AUD_ENTREPRENEUR AUD_FINANCE AUD_GENERAL AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/investment-valuation/,"Финансы, бизнес",0
285,"Управление проектами По данным РБК, российскому рынку требуется около 170 000 IT-специалистов. Это не только программисты, но и менеджеры IT-проектов.",Управление проектами,"По данным РБК, российскому рынку требуется около 170 000 IT-специалистов. Это не только программисты, но и менеджеры IT-проектов.",3 месяца,7237,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_ENTREPRENEUR AUD_FINANCE AUD_FREELANCE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING,Skillbox,False,https://skillbox.ru/course/itproject/,"Менеджмент, управление проектами",7
286,"Профессия IT-рекрутер IT-рекрутер — это специалист по подбору персонала в сфере информационных технологий. Он ищет программистов, тестировщиков и других IT-специалистов. Профессия IT-рекрутера требует понимания технологий и умения находить редких кандидатов.",Профессия IT-рекрутер,"IT-рекрутер — это специалист по подбору персонала в сфере информационных технологий. Он ищет программистов, тестировщиков и других IT-специалистов. Профессия IT-рекрутера требует понимания технологий и умения находить редких кандидатов.",2 месяца,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FREELANCE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT AUD_MARKETING,Skillbox,True,https://skillbox.ru/course/itrecruiter/,"Разработка, тестирование",8
287,"Курс «JavaScript» Это популярный и простой язык программирования, на котором создают интерактивные сайты и веб-приложения. Например, видеохостинги, игры в браузере или соцсети, в которых посты обновляются в реальном времени.",Курс «JavaScript»,"Это популярный и простой язык программирования, на котором создают интерактивные сайты и веб-приложения. Например, видеохостинги, игры в браузере или соцсети, в которых посты обновляются в реальном времени.",6 месяцев,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_ENTREPRENEUR AUD_FREELANCE AUD_GENERAL AUD_IT_PRO AUD_MANAGEMENT,Skillbox,True,https://skillbox.ru/course/javascript/,"Разработка, тестирование",8
288,"Дизайн ювелирных украшений Вы с нуля научитесь создавать дизайн ювелирных коллекций. Узнаете, как работать с материалами, рисовать эскизы и передавать макеты в производство. Сможете делать ювелирные шедевры для себя или клиентов.",Дизайн ювелирных украшений,"Вы с нуля научитесь создавать дизайн ювелирных коллекций. Узнаете, как работать с материалами, рисовать эскизы и передавать макеты в производство. Сможете делать ювелирные шедевры для себя или клиентов.",2 месяца,0,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_GENERAL AUD_MANAGEMENT,Skillbox,True,https://skillbox.ru/course/jewelry-design/,UX\UI-дизайн,6
289,"Ландшафтный скетчинг Вы научитесь рисовать участки, парки, сады карандашами и акварелью. Освоите работу с композицией, перспективой и цветом. Сможете быстро делать ландшафтные скетчи и визуализировать идеи для себя или на заказ.",Ландшафтный скетчинг,"Вы научитесь рисовать участки, парки, сады карандашами и акварелью. Освоите работу с композицией, перспективой и цветом. Сможете быстро делать ландшафтные скетчи и визуализировать идеи для себя или на заказ.",1 месяц,0,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_GENERAL AUD_MANAGEMENT,Skillbox,True,https://skillbox.ru/course/landscape-sketching/,UX\UI-дизайн,6
290,"Лидерство для руководителей Они помогают эффективно решать проблемы, уверенно принимать важные решения и вести команду к достижению целей.",Лидерство для руководителей,"Они помогают эффективно решать проблемы, уверенно принимать важные решения и вести команду к достижению целей.",4 месяца,4142,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_GENERAL AUD_MANAGEMENT AUD_MARKETING,Skillbox,False,https://skillbox.ru/course/leadership/,"Менеджмент, управление проектами",7
291,"Левел-дизайнер Level Designer продумывает концепцию уровней под механики и сценарий игры. Он расставляет элементы локации и решает, как провести игрока по уровню. На курсе вы научитесь развивать концепции уровней от идеи до тестирования и добавления визуалов. Сможете описать локацию на бумаге, собрать в 3D-редакторе или движке.",Левел-дизайнер,"Level Designer продумывает концепцию уровней под механики и сценарий игры. Он расставляет элементы локации и решает, как провести игрока по уровню. На курсе вы научитесь развивать концепции уровней от идеи до тестирования и добавления визуалов. Сможете описать локацию на бумаге, собрать в 3D-редакторе или движке.",1 месяц,11790,AUD_ANALYST AUD_BEGINNER AUD_CREATIVE AUD_EDUCATION AUD_IT_PRO AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/level-design/,"Разработка, тестирование, UX\UI-дизайн",6
292,"Дизайн нижнего белья и купальников Вы поймёте, как организовать производство нижнего белья и купальников  от эскизов до первой партии. Создадите уникальную концепцию бренда, продумаете капсульную коллекцию и сделаете первый шаг к карьере в Fashion.",Дизайн нижнего белья и купальников,"Вы поймёте, как организовать производство нижнего белья и купальников  от эскизов до первой партии. Создадите уникальную концепцию бренда, продумаете капсульную коллекцию и сделаете первый шаг к карьере в Fashion.",2 месяца,0,AUD_ANALYST AUD_BEGINNER AUD_CAREER_SWITCHER AUD_CREATIVE AUD_EDUCATION AUD_ENTREPRENEUR AUD_FINANCE AUD_GENERAL AUD_MANAGEMENT AUD_MARKETING AUD_SALES,Skillbox,True,https://skillbox.ru/course/lingerie-swimwear-design/,"Маркетинг, реклама, PR",6
293,"Linux для робототехников Вы научитесь использовать Linux для работы с Robot Operating System (ROS). Получите базовые знания, чтобы начать карьеру в робототехнике. Сможете разрабатывать софт для управления роботами.",Linux для робототехников,"Вы научитесь использовать Linux для работы с Robot Operating System (ROS). Получите базовые знания, чтобы начать карьеру в робототехнике. Сможете разрабатывать софт для управления роботами.",3 месяца,10126,AUD_ANALYST AUD_BEGINNER AUD_GENERAL AUD_MANAGEMENT,Skillbox,False,https://skillbox.ru/course/linux-for-robotics/,"Разработка, тестирование, Менеджмент, управление проектами",8
